   -0.189621543884277344E+01   -0.270112097263336182E+01   -0.150345818996429443E+02   -0.200258558876486821E+07   -0.599146350544150419E+01    1
    0.181233096122741699E+01   -0.526644587516784668E+00   -0.151486691236495972E+02   -0.175140229096046300E+07   -0.599396350544151169E+01    1
   -0.121575641632080078E+01   -0.130755126476287842E+01   -0.150700103044509888E+02   -0.174968763958738581E+07   -0.599646350544151474E+01    1
   -0.195313239097595215E+01    0.486637473106384277E+01   -0.150588086843490601E+02   -0.174930925174068357E+07   -0.599896350544151957E+01    1
    0.149761080741882324E+01   -0.247590065002441406E+01   -0.151567178964614868E+02   -0.173309202127353218E+07   -0.600146350544151552E+01    1
   -0.526895046234130859E+00   -0.448881089687347412E+01   -0.151360541582107544E+02   -0.171181034136556159E+07   -0.600396350544151858E+01    1
   -0.195586824417114258E+01    0.157709479331970215E+01   -0.153225306272506714E+02   -0.167302884070792538E+07   -0.600646350544151630E+01    1
    0.199575567245483398E+01    0.214287877082824707E+01   -0.152933009862899780E+02   -0.162818988894571713E+07   -0.600896350544152469E+01    1
   -0.107449722290039062E+01   -0.312418997287750244E+01   -0.152989522218704224E+02   -0.162484360519300029E+07   -0.601146350544151886E+01    1
    0.433403491973876953E+00   -0.102288603782653809E+01   -0.150559487342834473E+02   -0.162040666527179535E+07   -0.601396350544150859E+01    1
    0.629650831222534180E+00   -0.311300098896026611E+01   -0.151947330236434937E+02   -0.160344036343172309E+07   -0.601646350544151520E+01    1
   -0.187777566909790039E+01    0.227348566055297852E+01   -0.153903940916061401E+02   -0.158357883175657969E+07   -0.601896350544151559E+01    1
   -0.145638418197631836E+01    0.354196786880493164E+01   -0.151883118152618408E+02   -0.156464768379529985E+07   -0.602146350544152753E+01    1
    0.180480432510375977E+01    0.784063339233398438E+00   -0.153896577358245850E+02   -0.154758453803968919E+07   -0.602396350544153325E+01    1
    0.106177139282226562E+01    0.107011556625366211E+01   -0.151552280187606812E+02   -0.154640223766694753E+07   -0.602646350544152298E+01    1
   -0.166497325897216797E+01    0.418861269950866699E+01   -0.152739468812942505E+02   -0.154257552219794923E+07   -0.602896350544150561E+01    1
   -0.108475422859191895E+01   -0.276898086071014404E+01   -0.154350031614303589E+02   -0.152145517205379321E+07   -0.603146350544150955E+01    1
    0.118839669227600098E+01    0.135427296161651611E+01   -0.152508248090744019E+02   -0.149274353068435541E+07   -0.603396350544152682E+01    1
    0.165638661384582520E+01    0.978422164916992188E+00   -0.154126954078674316E+02   -0.149025618102899776E+07   -0.603646350544153165E+01    1
    0.171378135681152344E+00    0.379941344261169434E+01   -0.150230480432510376E+02   -0.148845689821715234E+07   -0.603896350544152227E+01    1
   -0.117111897468566895E+01   -0.140844523906707764E+01   -0.154540894031524658E+02   -0.147972811970600486E+07   -0.604146350544151556E+01    1
    0.943485021591186523E+00   -0.295780420303344727E+01   -0.154207670688629150E+02   -0.147228416254070704E+07   -0.604396350544152039E+01    1
    0.188029265403747559E+01    0.370695412158966064E+01   -0.154376671314239502E+02   -0.146369428272489365E+07   -0.604646350544152966E+01    1
   -0.161052465438842773E+01   -0.272364556789398193E+01   -0.157280802726745605E+02   -0.145078106888660206E+07   -0.604896350544152206E+01    1
    0.194802808761596680E+01    0.197005093097686768E+01   -0.155565229654312134E+02   -0.144927010160161508E+07   -0.605146350544152156E+01    1
    0.176114583015441895E+01    0.551137924194335938E+00   -0.155613069534301758E+02   -0.143185664286940009E+07   -0.605396350544152995E+01    1
   -0.480507850646972656E+00   -0.441546440124511719E+01   -0.155606124401092529E+02   -0.140876459749349742E+07   -0.605646350544151790E+01    1
   -0.912568330764770508E+00   -0.122727870941162109E+01   -0.154882096052169800E+02   -0.140512060732538020E+07   -0.605896350544151829E+01    1
   -0.449425935745239258E+00   -0.420682013034820557E+01   -0.155609103441238403E+02   -0.139838690581887099E+07   -0.606146350544153112E+01    1
   -0.161410117149353027E+01    0.318703591823577881E+01   -0.155748986005783081E+02   -0.136800753314630245E+07   -0.606396350544153950E+01    1
    0.195798563957214355E+01    0.111037254333496094E+01   -0.157462087869644165E+02   -0.135699494820533833E+07   -0.606646350544153368E+01    1
    0.186064648628234863E+01   -0.369417130947113037E+01   -0.159228136539459229E+02   -0.135081008603643090E+07   -0.606896350544153407E+01    1
   -0.118375277519226074E+01    0.410001397132873535E+01   -0.154105496406555176E+02   -0.134659905153411347E+07   -0.607146350544153712E+01    1
    0.788776159286499023E+00    0.287567317485809326E+01   -0.153384640216827393E+02   -0.133871953683251608E+07   -0.607396350544151886E+01    1
    0.154349946975708008E+01    0.468345284461975098E+01   -0.154774965047836304E+02   -0.133246725095760333E+07   -0.607646350544150149E+01    1
    0.681564569473266602E+00    0.129448831081390381E+01   -0.154015831947326660E+02   -0.132967870865867403E+07   -0.607896350544150277E+01    1
   -0.195568013191223145E+01    0.491132140159606934E+01   -0.157338924407958984E+02   -0.132853429845327279E+07   -0.608146350544151737E+01    1
