   -0.172476214170455933E+02    0.395252516672997235-321
   -0.162745689153671265E+02    0.395252516672997235-321
   -0.160988988876342773E+02    0.395252516672997235-321
   -0.201083478927612305E+02    0.395252516672997235-321
   -0.193951156139373779E+02    0.395252516672997235-321
   -0.170568155050277710E+02    0.395252516672997235-321
   -0.166173326969146729E+02    0.395252516672997235-321
   -0.207903481721878052E+02    0.395252516672997235-321
   -0.157056459188461304E+02    0.395252516672997235-321
   -0.180296949148178101E+02    0.395252516672997235-321
   -0.196131752729415894E+02    0.395252516672997235-321
   -0.192236462831497192E+02    0.395252516672997235-321
   -0.187040011882781982E+02    0.395252516672997235-321
   -0.191002507209777832E+02    0.395252516672997235-321
   -0.188507130146026611E+02    0.395252516672997235-321
   -0.175581693649291992E+02    0.395252516672997235-321
   -0.194911361932754517E+02    0.395252516672997235-321
   -0.205482012033462524E+02    0.395252516672997235-321
   -0.154013106822967529E+02    0.395252516672997235-321
   -0.183361601829528809E+02    0.395252516672997235-321
   -0.160697343349456787E+02    0.395252516672997235-321
   -0.204284044504165649E+02    0.395252516672997235-321
   -0.201120454072952271E+02    0.395252516672997235-321
   -0.155693135261535645E+02    0.395252516672997235-321
   -0.164392086267471313E+02    0.395252516672997235-321
   -0.151710702180862427E+02    0.395252516672997235-321
   -0.177787803411483765E+02    0.395252516672997235-321
   -0.200378969907760620E+02    0.395252516672997235-321
   -0.189247931241989136E+02    0.395252516672997235-321
   -0.207643278837203979E+02    0.395252516672997235-321
   -0.192763370275497437E+02    0.395252516672997235-321
   -0.187720828056335449E+02    0.395252516672997235-321
   -0.195517426729202271E+02    0.395252516672997235-321
   -0.157863135337829590E+02    0.395252516672997235-321
   -0.178051611185073853E+02    0.395252516672997235-321
   -0.151250295639038086E+02    0.395252516672997235-321
   -0.158327561616897583E+02    0.395252516672997235-321
   -0.174183905124664307E+02    0.395252516672997235-321
   -0.180731896162033081E+02    0.395252516672997235-321
   -0.201169745922088623E+02    0.395252516672997235-321
   -0.150749319791793823E+02    0.395252516672997235-321
   -0.150453078746795654E+02    0.395252516672997235-321
   -0.198680720329284668E+02    0.395252516672997235-321
   -0.158788011074066162E+02    0.395252516672997235-321
   -0.190784840583801270E+02    0.395252516672997235-321
   -0.160317106246948242E+02    0.395252516672997235-321
   -0.150981302261352539E+02    0.395252516672997235-321
   -0.161682772636413574E+02    0.395252516672997235-321
