    0.133609956324507895E+00    0.247431240914278305E+01   -0.193483691740792949E+02   -0.204623656814470814E+04
    0.128679756773699694E+00    0.253720877067140371E+01   -0.193577943696356911E+02   -0.204618503116796205E+04
    0.133014138841485163E+00    0.260807212327314808E+01   -0.193543156533448446E+02   -0.204611967234984627E+04
    0.131046859633418222E+00    0.245807969190754960E+01   -0.193527849427835612E+02   -0.204474775354150120E+04
    0.139830356462687266E+00    0.260471113363139040E+01   -0.193494380543392772E+02   -0.204462263293124261E+04
    0.139299731681942873E+00    0.260161001619069854E+01   -0.193490293914086067E+02   -0.204439229980486652E+04
    0.137906924048807333E+00    0.248750678285888593E+01   -0.193661279455596826E+02   -0.204399570402975269E+04
    0.144878700482187650E+00    0.254235145444364097E+01   -0.193502740986210924E+02   -0.204385459887925526E+04
    0.136125011101908555E+00    0.254447190902424758E+01   -0.193619290218387157E+02   -0.204346570775658984E+04
    0.135370358661787371E+00    0.259475652042692939E+01   -0.193506962382446659E+02   -0.204334770419609708E+04
    0.143029995755880268E+00    0.238782587649026912E+01   -0.193583756257240651E+02   -0.204318471310793143E+04
    0.134160142273973992E+00    0.240289278324099698E+01   -0.193635522399125541E+02   -0.204312518650075685E+04
    0.133048616449963575E+00    0.256972101620580418E+01   -0.193566626671042883E+02   -0.204310168224109339E+04
    0.140133357373948719E+00    0.258564464713506759E+01   -0.193497723234288053E+02   -0.204302056915463504E+04
    0.136414634665494194E+00    0.241578567749066053E+01   -0.193658655919493263E+02   -0.204280561776539753E+04
    0.135081748196492324E+00    0.254546795853843122E+01   -0.193483537822604674E+02   -0.204278887836026070E+04
    0.141367107874499798E+00    0.246951049152095070E+01   -0.193500931301541783E+02   -0.204277447742401932E+04
    0.141825190426041026E+00    0.257430338148354920E+01   -0.193503970033062309E+02   -0.204275464508737196E+04
    0.139270557485947855E+00    0.257694314809317504E+01   -0.193576784903389516E+02   -0.204272344681582217E+04
    0.146373475820162469E+00    0.248366005015773617E+01   -0.193541991199997199E+02   -0.204260297581024975E+04
    0.134391396615051395E+00    0.256457838286712914E+01   -0.193495492458750853E+02   -0.204254929301935272E+04
    0.141719764266968085E+00    0.245211988294290162E+01   -0.193515878713683200E+02   -0.204232931391618513E+04
    0.141912264211747630E+00    0.247235612693119133E+01   -0.193505931513873115E+02   -0.204224490792613778E+04
    0.138167023448994453E+00    0.253016879662554128E+01   -0.193623385459932145E+02   -0.204223227722396382E+04
    0.131064654831516858E+00    0.249204354995040944E+01   -0.193542007645983070E+02   -0.204222382393730504E+04
    0.131538689371884843E+00    0.254344765280721852E+01   -0.193550597015964847E+02   -0.204219354075343881E+04
    0.131961156580928662E+00    0.251355686333022810E+01   -0.193518711034042354E+02   -0.204217132643578816E+04
    0.131402329173743393E+00    0.246673713080402646E+01   -0.193555092535526150E+02   -0.204211823670848116E+04
    0.136657010582354133E+00    0.258233630814424320E+01   -0.193553546793885261E+02   -0.204202731952164322E+04
    0.143382553438615279E+00    0.246227337585873407E+01   -0.193521577910126048E+02   -0.204201884685183131E+04
    0.143104313998724031E+00    0.255997692725169035E+01   -0.193524085524773852E+02   -0.204196755177982936E+04
    0.135925072718569684E+00    0.239434608269442428E+01   -0.193610949363739309E+02   -0.204193488428084856E+04
    0.146157576712922843E+00    0.247896248377478035E+01   -0.193596268309345412E+02   -0.204190485220585356E+04
    0.143143008370508529E+00    0.250259104529323473E+01   -0.193623952245579147E+02   -0.204188764410963495E+04
    0.142814426030166253E+00    0.255600688822627653E+01   -0.193517098415090842E+02   -0.204175853240766492E+04
    0.142222033502268808E+00    0.255132037279428037E+01   -0.193505365068420083E+02   -0.204175173145013378E+04
    0.144679993966617015E+00    0.253827337046258705E+01   -0.193546047819633102E+02   -0.204174760164504391E+04
    0.142957167437192556E+00    0.252989116021527671E+01   -0.193601725097086437E+02   -0.204173764940250521E+04
    0.136057607919899848E+00    0.240627893753970845E+01   -0.193572444308307716E+02   -0.204173532673609134E+04
    0.138436496366833861E+00    0.254177477972527832E+01   -0.193486868627484867E+02   -0.204172778708697456E+04
    0.132864794541394104E+00    0.248800704714271159E+01   -0.193617935131864130E+02   -0.204172709079303831E+04
    0.142104382357324255E+00    0.249878337028638153E+01   -0.193501620184448839E+02   -0.204171774728764944E+04
    0.138976255945120641E+00    0.257650596205038696E+01   -0.193505911500513719E+02   -0.204170062840600076E+04
    0.144757621575635653E+00    0.241760617711777215E+01   -0.193605386299058928E+02   -0.204168435460195838E+04
    0.142004119283028807E+00    0.253091996175563771E+01   -0.193607295041083702E+02   -0.204168062422264779E+04
    0.136018328601395844E+00    0.246480218179596999E+01   -0.193646509421177484E+02   -0.204167788152136268E+04
    0.142425674692962190E+00    0.244729107931804801E+01   -0.193647010335703271E+02   -0.204166186238822161E+04
    0.132802156333451382E+00    0.251146525972023404E+01   -0.193515566377280024E+02   -0.204163643267774069E+04
    0.136009889450792176E+00    0.255899142112947597E+01   -0.193584547520427677E+02   -0.204160982977811068E+04
    0.131204295534343540E+00    0.249411911236258277E+01   -0.193557683378137071E+02   -0.204158328331901043E+04
    0.137985997129201898E+00    0.240172507545371250E+01   -0.193572511447892275E+02   -0.204149801021810435E+04
    0.140248950571757458E+00    0.250570253885142158E+01   -0.193631559061034970E+02   -0.204149083054947982E+04
    0.144037059889053243E+00    0.253323480734745843E+01   -0.193579766560602522E+02   -0.204148763950816874E+04
    0.143964171555488463E+00    0.253203118639234681E+01   -0.193581781540250049E+02   -0.204143368720457693E+04
    0.145911971215543446E+00    0.246454689335599131E+01   -0.193593037041837235E+02   -0.204142135324243145E+04
    0.139505602240541204E+00    0.244351185975946450E+01   -0.193653127649846049E+02   -0.204139216781850814E+04
    0.131688970765129199E+00    0.251823836204834883E+01   -0.193571688327729774E+02   -0.204139026823300219E+04
    0.143061704246842947E+00    0.252396516945627170E+01   -0.193601754085483648E+02   -0.204136712867780943E+04
    0.144148147310154684E+00    0.252271685498334364E+01   -0.193588507504089407E+02   -0.204131482957236926E+04
    0.134050751230976317E+00    0.252400266466840417E+01   -0.193506212769504309E+02   -0.204128468347755938E+04
    0.140804563233986269E+00    0.250028160265936172E+01   -0.193631215086721937E+02   -0.204127090346440173E+04
    0.131536548716312041E+00    0.249552617892897111E+01   -0.193578823151326702E+02   -0.204126351340724409E+04
    0.138601970505515482E+00    0.255822070016367942E+01   -0.193584901223827828E+02   -0.204124561264371050E+04
    0.133109342132831987E+00    0.250986092137216055E+01   -0.193603601257503755E+02   -0.204124334442100394E+04
    0.136676746125572013E+00    0.248470886985215156E+01   -0.193504553234358951E+02   -0.204123530064216129E+04
    0.141560898552185677E+00    0.244729479033444441E+01   -0.193529087077281332E+02   -0.204123202870853174E+04
    0.136374741730290516E+00    0.241569538933616101E+01   -0.193563027845710671E+02   -0.204123081719355173E+04
    0.143420433645456757E+00    0.247735547219225616E+01   -0.193627852704286774E+02   -0.204122005721998494E+04
    0.133306314978652196E+00    0.253525941727665582E+01   -0.193584112380013202E+02   -0.204121233012720222E+04
    0.131574877927042255E+00    0.250810534053581335E+01   -0.193554305789709176E+02   -0.204121165663016882E+04
    0.132104542188496321E+00    0.246230749578222685E+01   -0.193565521004638832E+02   -0.204121045743100581E+04
    0.136528744858303241E+00    0.257237040377517268E+01   -0.193513328904146178E+02   -0.204119824306270129E+04
    0.133449046788662873E+00    0.246503943697504546E+01   -0.193622501173743302E+02   -0.204119388819839469E+04
    0.131944409748307123E+00    0.249576993952014359E+01   -0.193590781247140669E+02   -0.204119115110196230E+04
    0.143949837034760275E+00    0.241780372332922067E+01   -0.193614225252613394E+02   -0.204117477649706780E+04
    0.137922883379466565E+00    0.256765544944052237E+01   -0.193569000509011389E+02   -0.204114715733705998E+04
    0.139384173074690754E+00    0.254073538047949832E+01   -0.193494239179956828E+02   -0.204113977917941384E+04
    0.139983587336421689E+00    0.253302070835746740E+01   -0.193494903077140918E+02   -0.204113966454562114E+04
    0.139877298310778997E+00    0.254497925159881788E+01   -0.193496615995599512E+02   -0.204112876069371873E+04
    0.136084952534500925E+00    0.247848417468395610E+01   -0.193637660276679746E+02   -0.204110511723600439E+04
    0.141196245821028299E+00    0.239649170637753173E+01   -0.193616944817996490E+02   -0.204110226656510122E+04
