   -0.184454083442687988E+01   -0.392944216728210449E+01   -0.151164439916610718E+02   -0.197415233063390362E+07   -0.599146350544150419E+01    1
   -0.154449510574340820E+01   -0.336781084537506104E+01   -0.150027197599411011E+02   -0.195144887245540554E+07   -0.599396350544151169E+01    1
    0.143872404098510742E+01   -0.301369965076446533E+01   -0.151161822080612183E+02   -0.176824361823336245E+07   -0.599646350544151474E+01    1
   -0.139080882072448730E+01   -0.134640574455261230E+01   -0.151010895967483521E+02   -0.176713026478661504E+07   -0.599896350544151957E+01    1
    0.195880842208862305E+01    0.522391200065612793E+00   -0.151440056562423706E+02   -0.176365407314061769E+07   -0.600146350544151552E+01    1
    0.166681671142578125E+01   -0.154953598976135254E+01   -0.151407548189163208E+02   -0.175244742727700947E+07   -0.600396350544151858E+01    1
   -0.179397892951965332E+01    0.307115018367767334E+01   -0.150753049850463867E+02   -0.174398685461706133E+07   -0.600646350544151630E+01    1
    0.441038608551025391E-01   -0.420259892940521240E+01   -0.150421757698059082E+02   -0.173633046330981911E+07   -0.600896350544152469E+01    1
    0.114835238456726074E+01   -0.384599506855010986E+01   -0.152100967168807983E+02   -0.167735740185277956E+07   -0.601146350544151886E+01    1
   -0.173412561416625977E+01    0.386278033256530762E+00   -0.152873708009719849E+02   -0.166780288094560034E+07   -0.601396350544150859E+01    1
    0.915108203887939453E+00   -0.241224110126495361E+01   -0.151889326572418213E+02   -0.161182617152320873E+07   -0.601646350544151520E+01    1
    0.141646575927734375E+01   -0.124999523162841797E+01   -0.152631529569625854E+02   -0.160253013944064546E+07   -0.601896350544151559E+01    1
   -0.668728590011596680E+00    0.120936036109924316E+00   -0.151090067625045776E+02   -0.158432879667245876E+07   -0.602146350544152753E+01    1
   -0.170865488052368164E+01   -0.471649110317230225E+01   -0.156781740188598633E+02   -0.157829921205593320E+07   -0.602396350544153325E+01    1
   -0.103825259208679199E+01   -0.742285847663879395E+00   -0.152765665054321289E+02   -0.155161238938665064E+07   -0.602646350544152298E+01    1
    0.106179428100585938E+01    0.468743085861206055E+01   -0.150323717594146729E+02   -0.153204057043948118E+07   -0.602896350544150561E+01    1
    0.187030482292175293E+01    0.472464025020599365E+01   -0.153256083726882935E+02   -0.150894878393506259E+07   -0.603146350544150955E+01    1
   -0.173309969902038574E+01   -0.411580026149749756E+01   -0.157866804599761963E+02   -0.149563497310089413E+07   -0.603396350544152682E+01    1
    0.814940452575683594E+00    0.581229329109191895E+00   -0.152208348512649536E+02   -0.148399623457567254E+07   -0.603646350544153165E+01    1
    0.518673181533813477E+00   -0.147072017192840576E+01   -0.152828789949417114E+02   -0.147953978331748885E+07   -0.603896350544152227E+01    1
    0.170664525032043457E+01   -0.436292767524719238E+01   -0.156913887262344360E+02   -0.147640119500571722E+07   -0.604146350544151556E+01    1
    0.161989021301269531E+01    0.123515844345092773E+01   -0.154137929677963257E+02   -0.147410761255308287E+07   -0.604396350544152039E+01    1
    0.133296799659729004E+01    0.241102695465087891E+01   -0.152921043634414673E+02   -0.146224736428397591E+07   -0.604646350544152966E+01    1
    0.413574934005737305E+00    0.368308782577514648E+01   -0.150827196836471558E+02   -0.145835423627574160E+07   -0.604896350544152206E+01    1
    0.123377799987792969E+00   -0.304275333881378174E+01   -0.153739095926284790E+02   -0.145726232305102120E+07   -0.605146350544152156E+01    1
   -0.406141042709350586E+00    0.331325531005859375E+00   -0.152462060451507568E+02   -0.145646435197097855E+07   -0.605396350544152995E+01    1
   -0.511050224304199219E-01    0.477364838123321533E+01   -0.150323721170425415E+02   -0.145586718366129068E+07   -0.605646350544151790E+01    1
   -0.360331773757934570E+00   -0.477883040904998779E+01   -0.155041429996490479E+02   -0.144866473343612091E+07   -0.605896350544151829E+01    1
    0.828788518905639648E+00   -0.456956565380096436E+01   -0.155341976881027222E+02   -0.143597654621856729E+07   -0.606146350544153112E+01    1
   -0.156282401084899902E+01    0.355239689350128174E+01   -0.154302070140838623E+02   -0.143400411867638514E+07   -0.606396350544153950E+01    1
   -0.103069305419921875E+00   -0.875976681709289551E+00   -0.153146721124649048E+02   -0.143075417003099620E+07   -0.606646350544153368E+01    1
   -0.111882185935974121E+01    0.182275772094726562E+01   -0.153722738027572632E+02   -0.142242447057609679E+07   -0.606896350544153407E+01    1
    0.979453325271606445E+00   -0.422765493392944336E+01   -0.155752190351486206E+02   -0.141477253414322506E+07   -0.607146350544153712E+01    1
   -0.700556993484497070E+00   -0.191656112670898438E+01   -0.154700928926467896E+02   -0.140886850346419262E+07   -0.607396350544151886E+01    1
   -0.992868423461914062E+00    0.482339680194854736E+01   -0.152538367509841919E+02   -0.139306843894525664E+07   -0.607646350544150149E+01    1
    0.686641693115234375E+00   -0.254937469959259033E+01   -0.154864583015441895E+02   -0.138846025315703615E+07   -0.607896350544150277E+01    1
   -0.206485271453857422E+00   -0.161121606826782227E+01   -0.154404616355895996E+02   -0.137430253674259433E+07   -0.608146350544151737E+01    1
